frequency_Hz,period_s,power_A0,power_A1,power_A2,above_1pct_FAP_A0,above_1pct_FAP_A1,above_1pct_FAP_A2
0.01362192,73.41,0.000000,0.053730,0.098309,0,0,0
0.01378355,72.55,0.000000,0.278204,0.371960,0,0,0
0.01394710,71.70,0.000000,0.348762,0.137623,0,0,0
0.01411259,70.86,0.000000,0.060544,0.974975,0,0,0
0.01428005,70.03,0.000000,0.438891,0.312492,0,0,0
0.01444949,69.21,0.000000,0.037829,0.323689,0,0,0
0.01462094,68.40,0.000000,0.035628,0.422805,0,0,0
0.01479443,67.59,0.000000,0.175765,0.266494,0,0,0
0.01496997,66.80,0.000000,0.045887,0.028544,0,0,0
0.01514760,66.02,0.000000,0.022964,0.066046,0,0,0
0.01532734,65.24,0.000000,0.059418,0.023505,0,0,0
0.01550921,64.48,0.000000,0.004772,1.528892,0,0,0
0.01569323,63.72,0.000000,0.120061,0.403029,0,0,0
0.01587944,62.97,0.000000,0.101992,0.059808,0,0,0
0.01606786,62.24,0.000000,0.253800,0.155349,0,0,0
0.01625852,61.51,0.000000,0.625726,0.132610,0,0,0
0.01645144,60.78,0.000000,0.035329,0.059075,0,0,0
0.01664664,60.07,0.000000,0.142859,0.230553,0,0,0
0.01684417,59.37,0.000000,0.094764,0.224728,0,0,0
0.01704403,58.67,0.000000,0.277157,0.267676,0,0,0
0.01724627,57.98,0.000000,0.008037,0.035351,0,0,0
0.01745091,57.30,0.000000,0.042106,0.008942,0,0,0
0.01765798,56.63,0.000000,0.014885,0.089611,0,0,0
0.01786750,55.97,0.000000,0.858177,0.410661,0,0,0
0.01807951,55.31,0.000000,0.314752,0.318543,0,0,0
0.01829403,54.66,0.000000,0.335869,0.134601,0,0,0
0.01851111,54.02,0.000000,0.390966,0.586763,0,0,0
0.01873075,53.39,0.000000,0.432118,0.014830,0,0,0
0.01895300,52.76,0.000000,0.181814,0.389907,0,0,0
0.01917789,52.14,0.000000,0.401269,0.387511,0,0,0
0.01940545,51.53,0.000000,0.038719,0.712434,0,0,0
0.01963571,50.93,0.000000,0.124448,0.356187,0,0,0
0.01986870,50.33,0.000000,0.283064,0.083239,0,0,0
0.02010445,49.74,0.000000,0.369485,0.283963,0,0,0
0.02034301,49.16,0.000000,0.059580,0.050208,0,0,0
0.02058439,48.58,0.000000,0.678638,0.191560,0,0,0
0.02082864,48.01,0.000000,0.856958,0.267914,0,0,0
0.02107578,47.45,0.000000,0.213538,0.503959,0,0,0
0.02132586,46.89,0.000000,0.208452,0.524393,0,0,0
0.02157891,46.34,0.000000,0.026647,0.218408,0,0,0
0.02183495,45.80,0.000000,0.137364,0.036963,0,0,0
0.02209404,45.26,0.000000,0.005105,0.245710,0,0,0
0.02235620,44.73,0.000000,0.047215,0.210405,0,0,0
0.02262147,44.21,0.000000,0.486530,0.005609,0,0,0
0.02288989,43.69,0.000000,0.899108,0.612035,0,0,0
0.02316149,43.18,0.000000,0.140657,0.108110,0,0,0
0.02343632,42.67,0.000000,0.119329,0.028369,0,0,0
0.02371440,42.17,0.000000,0.211378,0.710485,0,0,0
0.02399579,41.67,0.000000,0.022115,0.061090,0,0,0
0.02428052,41.19,0.000000,0.070267,0.261081,0,0,0
0.02456862,40.70,0.000000,0.171524,0.218080,0,0,0
0.02486014,40.23,0.000000,0.271081,0.679944,0,0,0
0.02515512,39.75,0.000000,0.222863,0.421874,0,0,0
0.02545361,39.29,0.000000,0.101038,0.275665,0,0,0
0.02575563,38.83,0.000000,0.469838,0.055932,0,0,0
0.02606124,38.37,0.000000,0.041231,0.225578,0,0,0
0.02637047,37.92,0.000000,0.186277,0.679887,0,0,0
0.02668337,37.48,0.000000,0.122013,3.808516,0,0,0
0.02699999,37.04,0.000000,0.528386,0.405721,0,0,0
0.02732036,36.60,0.000000,0.243441,0.510455,0,0,0
0.02764453,36.17,0.000000,0.053462,0.131860,0,0,0
0.02797255,35.75,0.000000,0.478202,0.043780,0,0,0
