frequency_Hz,period_s,power_A0,power_A1,power_A2,above_1pct_FAP_A0,above_1pct_FAP_A1,above_1pct_FAP_A2
0.04590837,21.78,2.498452,5.136804,6.891803,0,0,0
0.04645310,21.53,0.348725,2.509468,2.264967,0,0,0
0.04700430,21.27,0.766912,0.263395,0.820172,0,0,0
0.04756203,21.03,0.703955,0.681290,0.619958,0,0,0
0.04812639,20.78,8.503607,0.151884,0.437273,0,0,0
0.04869744,20.53,1.422243,0.850146,0.335094,0,0,0
0.04927526,20.29,0.233757,0.446709,0.048825,0,0,0
0.04985995,20.06,7.126434,0.169992,0.398318,0,0,0
0.05045157,19.82,3.528645,0.198989,0.077216,0,0,0
0.05105021,19.59,0.577425,0.187493,0.273725,0,0,0
0.05165595,19.36,1.971220,0.002258,0.651114,0,0,0
0.05226888,19.13,1.057909,0.064632,0.381647,0,0,0
0.05288909,18.91,2.702882,0.515188,0.373456,0,0,0
0.05351665,18.69,0.210630,0.048754,0.183681,0,0,0
0.05415166,18.47,1.536556,0.511983,0.332946,0,0,0
0.05479420,18.25,3.417401,0.302957,0.250281,0,0,0
0.05544437,18.04,0.258334,0.223339,0.069872,0,0,0
0.05610225,17.82,1.772120,0.126002,0.383682,0,0,0
0.05676794,17.62,0.106034,0.540858,0.475723,0,0,0
0.05744153,17.41,5.598507,1.050515,0.017061,0,0,0
0.05812311,17.20,2.360599,0.004807,0.433584,0,0,0
0.05881278,17.00,0.674014,0.152119,0.076136,0,0,0
0.05951063,16.80,0.123580,0.051802,0.069875,0,0,0
0.06021676,16.61,1.094463,0.501422,0.014523,0,0,0
0.06093128,16.41,2.047923,0.338910,0.568297,0,0,0
0.06165426,16.22,0.000272,0.154431,0.005231,0,0,0
0.06238583,16.03,1.845755,0.385845,0.295807,0,0,0
0.06312608,15.84,1.545238,0.958211,0.104454,0,0,0
0.06387511,15.66,0.841784,1.496728,2.604880,0,0,0
0.06463303,15.47,0.248944,1.171815,0.060392,0,0,0
0.06539994,15.29,2.405375,1.983369,0.635972,0,0,0
0.06617596,15.11,1.857542,0.077137,0.100353,0,0,0
0.06696118,14.93,0.786631,0.214413,0.449635,0,0,0
0.06775571,14.76,0.306136,0.204791,0.009610,0,0,0
0.06855968,14.59,2.582581,0.069561,0.049650,0,0,0
0.06937318,14.41,0.877964,0.646819,0.323205,0,0,0
0.07019634,14.25,4.329143,0.712926,0.969677,0,0,0
0.07102927,14.08,0.693823,1.437749,0.088363,0,0,0
0.07187207,13.91,0.168066,1.051187,1.692532,0,0,0
0.07272488,13.75,1.351045,0.336410,1.756027,0,0,0
0.07358781,13.59,2.228809,1.095975,0.824720,0,0,0
0.07446098,13.43,2.828440,0.924048,0.307134,0,0,0
0.07534450,13.27,0.289916,0.069032,0.466738,0,0,0
0.07623852,13.12,0.485358,1.725373,0.813225,0,0,0
0.07714314,12.96,1.815768,1.960088,0.038581,0,0,0
0.07805849,12.81,0.076900,1.111438,0.056195,0,0,0
0.07898470,12.66,0.545885,0.171512,0.631112,0,0,0
0.07992191,12.51,2.574203,0.637354,0.939663,0,0,0
0.08087023,12.37,1.304608,0.386334,0.758848,0,0,0
0.08182981,12.22,0.084884,12.521501,6.643025,0,1,0
0.08280077,12.08,1.085669,0.562187,0.200139,0,0,0
0.08378326,11.94,3.136989,0.852188,0.301378,0,0,0
0.08477740,11.80,2.448378,0.207287,0.111474,0,0,0
0.08578334,11.66,0.490114,0.116533,0.055349,0,0,0
0.08680121,11.52,0.556362,2.021771,0.201823,0,0,0
0.08783116,11.39,3.974793,0.359026,0.644748,0,0,0
0.08887334,11.25,3.845881,1.082093,0.012523,0,0,0
0.08992788,11.12,0.364237,1.342717,0.681256,0,0,0
0.09099493,10.99,0.464321,0.748848,1.451916,0,0,0
0.09207464,10.86,1.170398,0.337483,0.193789,0,0,0
0.09316717,10.73,3.339542,1.033225,0.979432,0,0,0
0.09427266,10.61,1.600498,3.029099,0.161420,0,0,0
0.09539126,10.48,4.364310,0.005845,0.114764,0,0,0
0.09652314,10.36,2.177061,0.528681,0.025205,0,0,0
0.09766845,10.24,0.677036,2.727242,0.432236,0,0,0
0.09882735,10.12,0.549995,0.004472,0.088237,0,0,0
0.10000000,10.00,1.153877,2.382816,0.829629,0,0,0
